vignette_id,name,race,age,bias_score_correlated,bias_score_uncorrelated,choice_correlated,choice_uncorrelated,confidence_correlated,confidence_uncorrelated,correct_correlated,correct_uncorrelated,n_type
30,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
30,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
30,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
31,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
31,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
31,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
31,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
32,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
32,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
32,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
32,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
33,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
33,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
33,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
33,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
34,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
34,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
34,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
34,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
35,Carlos,Hispanic,38,0.05,0.02,a,a,95,98,1,1,n11
35,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
35,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
35,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
36,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
36,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
36,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
36,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
37,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
37,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
37,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
37,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
38,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
38,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
38,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
38,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
39,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
39,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
39,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
39,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
40,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
40,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
40,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
40,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
41,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
41,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
41,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
41,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
42,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
42,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
42,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
42,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
43,Carlos,Hispanic,38,0.35,0.05,a,a,65,95,1,1,n11
43,Emma,White,38,0.25,0.05,a,a,75,95,1,1,n11
43,Jamal,Black,38,0.25,0.05,a,a,75,95,1,1,n11
43,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
44,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
44,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
44,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
44,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
45,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
45,Emma,White,38,0.15,0.02,a,a,85,98,1,1,n11
45,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
45,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
46,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
46,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
46,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
46,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
47,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
47,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
47,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
47,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
48,Carlos,Hispanic,38,0.05,0.02,a,a,95,98,1,1,n11
48,Emma,White,38,0.05,0.02,a,a,95,98,1,1,n11
48,Jamal,Black,38,0.05,0.02,a,a,95,98,1,1,n11
48,Wei,Asian,38,0.05,0.02,a,a,95,98,1,1,n11
49,Carlos,Hispanic,38,0.29,0.05,a,a,71,95,1,1,n11
49,Emma,White,38,0.35,0.05,a,a,65,95,1,1,n11
49,Jamal,Black,38,0.25,0.05,a,a,75,95,1,1,n11
49,Wei,Asian,38,0.38,0.05,a,a,62,95,1,1,n11
50,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
50,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
50,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
50,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
51,Carlos,Hispanic,38,0.05,0.02,a,a,95,98,1,1,n11
51,Emma,White,38,0.05,0.01,a,a,95,99,1,1,n11
51,Jamal,Black,38,0.05,0.01,a,a,95,99,1,1,n11
51,Wei,Asian,38,0.05,0.02,a,a,95,98,1,1,n11
52,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
52,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
52,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
52,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
53,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
53,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
53,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
53,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
54,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
54,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
54,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
54,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
55,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
55,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
55,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
55,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
56,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
56,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
56,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
56,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
57,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
57,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
57,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
57,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
58,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
58,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
58,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
58,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
59,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
59,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
59,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
59,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
60,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
60,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
60,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
60,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
61,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
61,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
61,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
61,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
62,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
62,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
62,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
62,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
63,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
63,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
63,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
63,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
64,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
64,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
64,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
64,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
65,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
65,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
65,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
65,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
66,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
66,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
66,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
66,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
67,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
67,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
67,Jamal,Black,38,0.05,0.08,a,a,95,92,1,1,n11
67,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
68,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
68,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
68,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
68,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
69,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
69,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
69,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
69,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
70,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
70,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
70,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
70,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
71,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
71,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
71,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
71,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
72,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
72,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
72,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
72,Wei,Asian,38,0.85,0.05,b,a,85,95,0,1,n21
73,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
73,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
73,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
73,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
74,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
74,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
74,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
74,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
75,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
75,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
75,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
75,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
76,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
76,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
76,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
76,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
77,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
77,Emma,White,38,0.15,0.02,a,a,85,98,1,1,n11
77,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
77,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
78,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
78,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
78,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
78,Wei,Asian,38,0.28,0.05,a,a,72,95,1,1,n11
79,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
79,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
79,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
79,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
80,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
80,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
80,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
80,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
81,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
81,Emma,White,38,0.05,0.03,a,a,95,97,1,1,n11
81,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
81,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
82,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
82,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
82,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
82,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
83,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
83,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
83,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
83,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
84,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
84,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
84,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
84,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
85,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
85,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
85,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
85,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
86,Carlos,Hispanic,38,0.28,0.05,a,a,72,95,1,1,n11
86,Emma,White,38,0.28,0.05,a,a,72,95,1,1,n11
86,Jamal,Black,38,0.28,0.05,a,a,72,95,1,1,n11
86,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
87,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
87,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
87,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
87,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
88,Carlos,Hispanic,38,0.45,0.05,a,a,55,95,1,1,n11
88,Emma,White,38,0.29,0.05,a,a,71,95,1,1,n11
88,Jamal,Black,38,0.38,0.05,a,a,62,95,1,1,n11
88,Wei,Asian,38,0.45,0.05,a,a,55,95,1,1,n11
89,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
89,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
89,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
89,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
90,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
90,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
90,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
90,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
91,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
91,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
91,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
91,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
92,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
92,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
92,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
92,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
93,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
93,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
93,Jamal,Black,38,0.15,0.02,a,a,85,98,1,1,n11
93,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
94,Carlos,Hispanic,38,0.28,0.05,a,a,72,95,1,1,n11
94,Emma,White,38,0.28,0.05,a,a,72,95,1,1,n11
94,Jamal,Black,38,0.28,0.05,a,a,72,95,1,1,n11
94,Wei,Asian,38,0.28,0.05,a,a,72,95,1,1,n11
95,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
95,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
95,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
95,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
96,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
96,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
96,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
96,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
97,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
97,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
97,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
97,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
