Rule Text,JSON Mapping,claude-sonnet-4.6_responses,claude-sonnet-4.6_categories,claude-sonnet-4.6_card_orders,grok-4.1-fast_responses,grok-4.1-fast_categories,grok-4.1-fast_card_orders,gpt-5.2_responses,gpt-5.2_categories,gpt-5.2_card_orders
"If the planet is Mars, then the sky is Pink.","{'Mars': 'P', 'Venus': 'not_P', 'Pink': 'Q', 'Blue': 'not_Q'}","[['Pink', 'Mars'], ['Mars', 'Blue'], ['Mars', 'Blue'], ['Mars', 'Blue'], ['Pink', 'Mars']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['Blue', 'Venus', 'Pink', 'Mars'], ['Pink', 'Venus', 'Mars', 'Blue'], ['Venus', 'Blue', 'Mars', 'Pink'], ['Blue', 'Mars', 'Pink', 'Venus'], ['Pink', 'Blue', 'Venus', 'Mars']]","[['Mars', 'Pink'], ['Mars', 'Pink'], ['Mars', 'Blue'], ['Mars', 'Blue'], ['Mars', 'Blue']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['Blue', 'Venus', 'Pink', 'Mars'], ['Pink', 'Venus', 'Mars', 'Blue'], ['Venus', 'Blue', 'Mars', 'Pink'], ['Blue', 'Mars', 'Pink', 'Venus'], ['Pink', 'Blue', 'Venus', 'Mars']]","[['Mars', 'Blue'], ['Mars', 'Blue'], ['Mars', 'Blue'], ['Mars', 'Blue'], ['Mars', 'Blue']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Blue', 'Venus', 'Pink', 'Mars'], ['Pink', 'Venus', 'Mars', 'Blue'], ['Venus', 'Blue', 'Mars', 'Pink'], ['Blue', 'Mars', 'Pink', 'Venus'], ['Pink', 'Blue', 'Venus', 'Mars']]"
"If the animal is a Octopus, then it has Eight arms.","{'Octopus': 'P', 'Squid': 'not_P', 'Eight arms': 'Q', 'Ten arms': 'not_Q'}","[['Octopus', 'Eight arms'], ['Eight arms', 'Octopus'], ['Octopus', 'Ten arms'], ['Octopus', 'Ten arms'], ['Octopus', 'Ten arms']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['Squid', 'Eight arms', 'Ten arms', 'Octopus'], ['Eight arms', 'Ten arms', 'Squid', 'Octopus'], ['Ten arms', 'Eight arms', 'Octopus', 'Squid'], ['Octopus', 'Eight arms', 'Ten arms', 'Squid'], ['Octopus', 'Squid', 'Ten arms', 'Eight arms']]","[['Octopus', 'Ten arms'], ['Octopus', 'Ten arms'], ['Octopus', 'Eight arms'], ['Octopus', 'Ten arms'], ['Octopus', 'Ten arms']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['Squid', 'Eight arms', 'Ten arms', 'Octopus'], ['Eight arms', 'Ten arms', 'Squid', 'Octopus'], ['Ten arms', 'Eight arms', 'Octopus', 'Squid'], ['Octopus', 'Eight arms', 'Ten arms', 'Squid'], ['Octopus', 'Squid', 'Ten arms', 'Eight arms']]","[['Octopus', 'Ten arms'], ['Eight arms', 'Octopus'], ['Eight arms', 'Octopus'], ['Octopus', 'Ten arms'], ['Octopus', 'Ten arms']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['Squid', 'Eight arms', 'Ten arms', 'Octopus'], ['Eight arms', 'Ten arms', 'Squid', 'Octopus'], ['Ten arms', 'Eight arms', 'Octopus', 'Squid'], ['Octopus', 'Eight arms', 'Ten arms', 'Squid'], ['Octopus', 'Squid', 'Ten arms', 'Eight arms']]"
"If the card shows a Fish, then the habitat is Water.","{'Fish': 'P', 'Bird': 'not_P', 'Water': 'Q', 'Air': 'not_Q'}","[['Fish', 'Air'], ['Fish', 'Air'], ['Fish', 'Bird'], ['Fish', 'Air'], ['Fish', 'Air']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['Air', 'Fish', 'Bird', 'Water'], ['Fish', 'Bird', 'Air', 'Water'], ['Fish', 'Water', 'Bird', 'Air'], ['Bird', 'Water', 'Fish', 'Air'], ['Water', 'Fish', 'Air', 'Bird']]","[['Fish', 'Water'], ['Fish', 'Air'], ['Fish', 'Bird'], ['Fish', 'Bird'], ['Water', 'Fish']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['Air', 'Fish', 'Bird', 'Water'], ['Fish', 'Bird', 'Air', 'Water'], ['Fish', 'Water', 'Bird', 'Air'], ['Bird', 'Water', 'Fish', 'Air'], ['Water', 'Fish', 'Air', 'Bird']]","[['Fish', 'Air'], ['Fish', 'Air'], ['Fish', 'Air'], ['Fish', 'Air'], ['Fish', 'Air']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Air', 'Fish', 'Bird', 'Water'], ['Fish', 'Bird', 'Air', 'Water'], ['Fish', 'Water', 'Bird', 'Air'], ['Bird', 'Water', 'Fish', 'Air'], ['Water', 'Fish', 'Air', 'Bird']]"
"If the instrument is a Drum, then the sound is Loud.","{'Drum': 'P', 'Flute': 'not_P', 'Loud': 'Q', 'Quiet': 'not_Q'}","[['Quiet', 'Drum'], ['Drum', 'Quiet'], ['Drum', 'Quiet'], ['Drum', 'Quiet'], ['Drum', 'Quiet']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Quiet', 'Flute', 'Loud', 'Drum'], ['Drum', 'Flute', 'Quiet', 'Loud'], ['Loud', 'Drum', 'Quiet', 'Flute'], ['Drum', 'Flute', 'Loud', 'Quiet'], ['Drum', 'Loud', 'Quiet', 'Flute']]","[['Drum', 'Quiet'], ['Drum', 'Quiet'], ['Loud', 'Drum'], ['Drum', 'Quiet'], ['Drum', 'Quiet']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['Quiet', 'Flute', 'Loud', 'Drum'], ['Drum', 'Flute', 'Quiet', 'Loud'], ['Loud', 'Drum', 'Quiet', 'Flute'], ['Drum', 'Flute', 'Loud', 'Quiet'], ['Drum', 'Loud', 'Quiet', 'Flute']]","[['Drum', 'Quiet'], ['Drum', 'Quiet'], ['Loud', 'Quiet', 'Drum'], ['Drum', 'Quiet'], ['Drum', 'Quiet']]","['CORRECT', 'CORRECT', 'OVER_SELECTION', 'CORRECT', 'CORRECT']","[['Quiet', 'Flute', 'Loud', 'Drum'], ['Drum', 'Flute', 'Quiet', 'Loud'], ['Loud', 'Drum', 'Quiet', 'Flute'], ['Drum', 'Flute', 'Loud', 'Quiet'], ['Drum', 'Loud', 'Quiet', 'Flute']]"
"If the planet is Mercury, then it is closest to the Sun.","{'Mercury': 'P', 'Venus': 'not_P', 'Closest to Sun': 'Q', 'Not closest': 'not_Q'}","[['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Not closest', 'Mercury'], ['Mercury', 'Not closest']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Venus', 'Not closest', 'Mercury', 'Closest to Sun'], ['Venus', 'Closest to Sun', 'Mercury', 'Not closest'], ['Mercury', 'Closest to Sun', 'Venus', 'Not closest'], ['Not closest', 'Venus', 'Closest to Sun', 'Mercury'], ['Venus', 'Not closest', 'Closest to Sun', 'Mercury']]","[['Mercury', 'Not closest'], ['Mercury', 'Closest to Sun'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['Venus', 'Not closest', 'Mercury', 'Closest to Sun'], ['Venus', 'Closest to Sun', 'Mercury', 'Not closest'], ['Mercury', 'Closest to Sun', 'Venus', 'Not closest'], ['Not closest', 'Venus', 'Closest to Sun', 'Mercury'], ['Venus', 'Not closest', 'Closest to Sun', 'Mercury']]","[['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest'], ['Mercury', 'Not closest']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Venus', 'Not closest', 'Mercury', 'Closest to Sun'], ['Venus', 'Closest to Sun', 'Mercury', 'Not closest'], ['Mercury', 'Closest to Sun', 'Venus', 'Not closest'], ['Not closest', 'Venus', 'Closest to Sun', 'Mercury'], ['Venus', 'Not closest', 'Closest to Sun', 'Mercury']]"
"If the country is Russia, then the currency is Ruble.","{'Russia': 'P', 'Poland': 'not_P', 'Ruble': 'Q', 'Zloty': 'not_Q'}","[['Russia', 'Zloty'], ['Ruble', 'Russia'], ['Russia', 'Zloty'], ['Ruble', 'Russia'], ['Russia', 'Zloty']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['Ruble', 'Poland', 'Russia', 'Zloty'], ['Zloty', 'Ruble', 'Poland', 'Russia'], ['Poland', 'Ruble', 'Zloty', 'Russia'], ['Zloty', 'Poland', 'Ruble', 'Russia'], ['Ruble', 'Russia', 'Poland', 'Zloty']]","[['Russia', 'Ruble'], ['Russia', 'Ruble'], ['Russia', 'Ruble'], ['Russia', 'Ruble'], ['Russia', 'Zloty']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['Ruble', 'Poland', 'Russia', 'Zloty'], ['Zloty', 'Ruble', 'Poland', 'Russia'], ['Poland', 'Ruble', 'Zloty', 'Russia'], ['Zloty', 'Poland', 'Ruble', 'Russia'], ['Ruble', 'Russia', 'Poland', 'Zloty']]","[['Russia', 'Zloty'], ['Russia', 'Zloty'], ['Russia', 'Zloty'], ['Russia', 'Zloty'], ['Russia', 'Zloty']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Ruble', 'Poland', 'Russia', 'Zloty'], ['Zloty', 'Ruble', 'Poland', 'Russia'], ['Poland', 'Ruble', 'Zloty', 'Russia'], ['Zloty', 'Poland', 'Ruble', 'Russia'], ['Ruble', 'Russia', 'Poland', 'Zloty']]"
"If the bird is a Woodpecker, then it pecks Trees.","{'Woodpecker': 'P', 'Robin': 'not_P', 'Pecks trees': 'Q', 'Does not peck': 'not_Q'}","[['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck'], ['Does not peck', 'Woodpecker'], ['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Woodpecker', 'Pecks trees', 'Robin', 'Does not peck'], ['Woodpecker', 'Pecks trees', 'Does not peck', 'Robin'], ['Does not peck', 'Pecks trees', 'Robin', 'Woodpecker'], ['Pecks trees', 'Does not peck', 'Woodpecker', 'Robin'], ['Woodpecker', 'Robin', 'Pecks trees', 'Does not peck']]","[['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck'], ['Woodpecker', 'Pecks trees'], ['Woodpecker', 'Does not peck']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['Woodpecker', 'Pecks trees', 'Robin', 'Does not peck'], ['Woodpecker', 'Pecks trees', 'Does not peck', 'Robin'], ['Does not peck', 'Pecks trees', 'Robin', 'Woodpecker'], ['Pecks trees', 'Does not peck', 'Woodpecker', 'Robin'], ['Woodpecker', 'Robin', 'Pecks trees', 'Does not peck']]","[['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck'], ['Does not peck', 'Woodpecker'], ['Woodpecker', 'Does not peck'], ['Woodpecker', 'Does not peck']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Woodpecker', 'Pecks trees', 'Robin', 'Does not peck'], ['Woodpecker', 'Pecks trees', 'Does not peck', 'Robin'], ['Does not peck', 'Pecks trees', 'Robin', 'Woodpecker'], ['Pecks trees', 'Does not peck', 'Woodpecker', 'Robin'], ['Woodpecker', 'Robin', 'Pecks trees', 'Does not peck']]"
"If the tree is an Oak, then the acorn is Brown.","{'Oak': 'P', 'Pine': 'not_P', 'Brown': 'Q', 'Green': 'not_Q'}","[['Oak', 'Green'], ['Green', 'Oak'], ['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Oak', 'Brown', 'Green', 'Pine'], ['Brown', 'Pine', 'Green', 'Oak'], ['Pine', 'Green', 'Brown', 'Oak'], ['Oak', 'Pine', 'Green', 'Brown'], ['Pine', 'Green', 'Oak', 'Brown']]","[['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Oak', 'Brown', 'Green', 'Pine'], ['Brown', 'Pine', 'Green', 'Oak'], ['Pine', 'Green', 'Brown', 'Oak'], ['Oak', 'Pine', 'Green', 'Brown'], ['Pine', 'Green', 'Oak', 'Brown']]","[['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green'], ['Oak', 'Green']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Oak', 'Brown', 'Green', 'Pine'], ['Brown', 'Pine', 'Green', 'Oak'], ['Pine', 'Green', 'Brown', 'Oak'], ['Oak', 'Pine', 'Green', 'Brown'], ['Pine', 'Green', 'Oak', 'Brown']]"
"If the operator is Plus, then the result is Positive.","{'Plus': 'P', 'Minus': 'not_P', 'Positive': 'Q', 'Negative': 'not_Q'}","[['Plus', 'Negative'], ['Plus', 'Negative'], ['Negative', 'Plus'], ['Plus', 'Negative'], ['**Plus', 'Negative**']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'NOISE']","[['Plus', 'Negative', 'Positive', 'Minus'], ['Negative', 'Minus', 'Plus', 'Positive'], ['Negative', 'Plus', 'Positive', 'Minus'], ['Plus', 'Positive', 'Negative', 'Minus'], ['Negative', 'Minus', 'Positive', 'Plus']]","[['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Positive']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['Plus', 'Negative', 'Positive', 'Minus'], ['Negative', 'Minus', 'Plus', 'Positive'], ['Negative', 'Plus', 'Positive', 'Minus'], ['Plus', 'Positive', 'Negative', 'Minus'], ['Negative', 'Minus', 'Positive', 'Plus']]","[['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Negative'], ['Plus', 'Negative']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Plus', 'Negative', 'Positive', 'Minus'], ['Negative', 'Minus', 'Plus', 'Positive'], ['Negative', 'Plus', 'Positive', 'Minus'], ['Plus', 'Positive', 'Negative', 'Minus'], ['Negative', 'Minus', 'Positive', 'Plus']]"
"If the animal is a Giraffe, then it has the Longest neck.","{'Giraffe': 'P', 'Horse': 'not_P', 'Longest neck': 'Q', 'Short neck': 'not_Q'}","[['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Longest neck', 'Giraffe', 'Horse', 'Short neck'], ['Giraffe', 'Longest neck', 'Short neck', 'Horse'], ['Horse', 'Longest neck', 'Giraffe', 'Short neck'], ['Horse', 'Short neck', 'Longest neck', 'Giraffe'], ['Giraffe', 'Short neck', 'Horse', 'Longest neck']]","[['Giraffe', 'Longest neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Horse'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['Longest neck', 'Giraffe', 'Horse', 'Short neck'], ['Giraffe', 'Longest neck', 'Short neck', 'Horse'], ['Horse', 'Longest neck', 'Giraffe', 'Short neck'], ['Horse', 'Short neck', 'Longest neck', 'Giraffe'], ['Giraffe', 'Short neck', 'Horse', 'Longest neck']]","[['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck'], ['Giraffe', 'Short neck']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Longest neck', 'Giraffe', 'Horse', 'Short neck'], ['Giraffe', 'Longest neck', 'Short neck', 'Horse'], ['Horse', 'Longest neck', 'Giraffe', 'Short neck'], ['Horse', 'Short neck', 'Longest neck', 'Giraffe'], ['Giraffe', 'Short neck', 'Horse', 'Longest neck']]"
"If the animal is a Cheetah, then it is the Fastest land animal.","{'Cheetah': 'P', 'Lion': 'not_P', 'Fastest land animal': 'Q', 'Not fastest': 'not_Q'}","[['Not fastest', 'Cheetah'], ['**Cheetah', 'Not fastest**'], ['Cheetah', 'Not fastest'], ['**Cheetah', 'Not fastest**'], ['Cheetah', 'Not fastest']]","['CORRECT', 'NOISE', 'CORRECT', 'NOISE', 'CORRECT']","[['Not fastest', 'Fastest land animal', 'Lion', 'Cheetah'], ['Fastest land animal', 'Lion', 'Not fastest', 'Cheetah'], ['Lion', 'Cheetah', 'Fastest land animal', 'Not fastest'], ['Fastest land animal', 'Not fastest', 'Lion', 'Cheetah'], ['Lion', 'Fastest land animal', 'Cheetah', 'Not fastest']]","[['Cheetah', 'Not fastest'], ['Cheetah', 'Not fastest'], ['Cheetah', 'Fastest land animal'], ['Cheetah', 'Not fastest'], ['Cheetah', 'Fastest land animal']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['Not fastest', 'Fastest land animal', 'Lion', 'Cheetah'], ['Fastest land animal', 'Lion', 'Not fastest', 'Cheetah'], ['Lion', 'Cheetah', 'Fastest land animal', 'Not fastest'], ['Fastest land animal', 'Not fastest', 'Lion', 'Cheetah'], ['Lion', 'Fastest land animal', 'Cheetah', 'Not fastest']]","[['Fastest land animal', 'Cheetah'], ['Cheetah', 'Not fastest'], ['Cheetah', 'Not fastest'], ['Cheetah', 'Not fastest'], ['Cheetah', 'Not fastest']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Not fastest', 'Fastest land animal', 'Lion', 'Cheetah'], ['Fastest land animal', 'Lion', 'Not fastest', 'Cheetah'], ['Lion', 'Cheetah', 'Fastest land animal', 'Not fastest'], ['Fastest land animal', 'Not fastest', 'Lion', 'Cheetah'], ['Lion', 'Fastest land animal', 'Cheetah', 'Not fastest']]"
"If the insect is a Mosquito, then it feeds on Blood.","{'Mosquito': 'P', 'Butterfly': 'not_P', 'Blood': 'Q', 'Nectar': 'not_Q'}","[['Blood', 'Mosquito'], ['Mosquito', 'Nectar'], ['Mosquito', 'Nectar'], ['Mosquito', 'Nectar'], ['Mosquito', 'Nectar']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Nectar', 'Butterfly', 'Blood', 'Mosquito'], ['Nectar', 'Butterfly', 'Mosquito', 'Blood'], ['Butterfly', 'Mosquito', 'Nectar', 'Blood'], ['Butterfly', 'Mosquito', 'Blood', 'Nectar'], ['Nectar', 'Mosquito', 'Blood', 'Butterfly']]","[['Mosquito', 'Butterfly'], ['Mosquito', 'Nectar'], ['Mosquito', 'Blood'], ['Mosquito', 'Blood'], ['Mosquito', 'Blood']]","['LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['Nectar', 'Butterfly', 'Blood', 'Mosquito'], ['Nectar', 'Butterfly', 'Mosquito', 'Blood'], ['Butterfly', 'Mosquito', 'Nectar', 'Blood'], ['Butterfly', 'Mosquito', 'Blood', 'Nectar'], ['Nectar', 'Mosquito', 'Blood', 'Butterfly']]","[['Mosquito', 'Nectar'], ['Mosquito', 'Nectar'], ['Mosquito', 'Nectar'], ['Mosquito', 'Blood'], ['Mosquito', 'Nectar']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['Nectar', 'Butterfly', 'Blood', 'Mosquito'], ['Nectar', 'Butterfly', 'Mosquito', 'Blood'], ['Butterfly', 'Mosquito', 'Nectar', 'Blood'], ['Butterfly', 'Mosquito', 'Blood', 'Nectar'], ['Nectar', 'Mosquito', 'Blood', 'Butterfly']]"
"If the direction is North, then the wind is Cold.","{'North': 'P', 'South': 'not_P', 'Cold': 'Q', 'Warm': 'not_Q'}","[['Warm', 'North'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['South', 'Cold', 'Warm', 'North'], ['South', 'North', 'Warm', 'Cold'], ['North', 'Warm', 'Cold', 'South'], ['North', 'Warm', 'South', 'Cold'], ['Warm', 'North', 'South', 'Cold']]","[['North', 'South'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['South', 'Cold', 'Warm', 'North'], ['South', 'North', 'Warm', 'Cold'], ['North', 'Warm', 'Cold', 'South'], ['North', 'Warm', 'South', 'Cold'], ['Warm', 'North', 'South', 'Cold']]","[['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm'], ['North', 'Warm']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['South', 'Cold', 'Warm', 'North'], ['South', 'North', 'Warm', 'Cold'], ['North', 'Warm', 'Cold', 'South'], ['North', 'Warm', 'South', 'Cold'], ['Warm', 'North', 'South', 'Cold']]"
"If the food is Tofu, then it is made from Soybeans.","{'Tofu': 'P', 'Cheese': 'not_P', 'Soybeans': 'Q', 'Milk': 'not_Q'}","[['Tofu', 'Soybeans'], ['Tofu', 'Cheese'], ['Tofu', 'Milk'], ['Tofu', 'Milk'], ['Tofu', 'Milk']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['Cheese', 'Milk', 'Soybeans', 'Tofu'], ['Tofu', 'Milk', 'Cheese', 'Soybeans'], ['Milk', 'Soybeans', 'Cheese', 'Tofu'], ['Tofu', 'Cheese', 'Soybeans', 'Milk'], ['Soybeans', 'Tofu', 'Cheese', 'Milk']]","[['Tofu', 'Soybeans'], ['Tofu', 'Cheese'], ['Soybeans', 'Tofu'], ['Tofu', 'Cheese'], ['Soybeans', 'Tofu']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['Cheese', 'Milk', 'Soybeans', 'Tofu'], ['Tofu', 'Milk', 'Cheese', 'Soybeans'], ['Milk', 'Soybeans', 'Cheese', 'Tofu'], ['Tofu', 'Cheese', 'Soybeans', 'Milk'], ['Soybeans', 'Tofu', 'Cheese', 'Milk']]","[['Tofu', 'Soybeans'], ['Tofu', 'Soybeans'], ['Tofu', 'Soybeans'], ['Tofu', 'Soybeans'], ['Tofu', 'Cheese']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['Cheese', 'Milk', 'Soybeans', 'Tofu'], ['Tofu', 'Milk', 'Cheese', 'Soybeans'], ['Milk', 'Soybeans', 'Cheese', 'Tofu'], ['Tofu', 'Cheese', 'Soybeans', 'Milk'], ['Soybeans', 'Tofu', 'Cheese', 'Milk']]"
"If the animal is a Mole, then it lives Underground.","{'Mole': 'P', 'Rabbit': 'not_P', 'Underground': 'Q', 'Above ground': 'not_Q'}","[['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Underground', 'Mole']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['Rabbit', 'Above ground', 'Mole', 'Underground'], ['Mole', 'Above ground', 'Rabbit', 'Underground'], ['Underground', 'Mole', 'Rabbit', 'Above ground'], ['Mole', 'Rabbit', 'Underground', 'Above ground'], ['Underground', 'Above ground', 'Mole', 'Rabbit']]","[['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Rabbit'], ['Mole', 'Above ground'], ['Mole', 'Above ground']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['Rabbit', 'Above ground', 'Mole', 'Underground'], ['Mole', 'Above ground', 'Rabbit', 'Underground'], ['Underground', 'Mole', 'Rabbit', 'Above ground'], ['Mole', 'Rabbit', 'Underground', 'Above ground'], ['Underground', 'Above ground', 'Mole', 'Rabbit']]","[['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Above ground'], ['Mole', 'Above ground']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Rabbit', 'Above ground', 'Mole', 'Underground'], ['Mole', 'Above ground', 'Rabbit', 'Underground'], ['Underground', 'Mole', 'Rabbit', 'Above ground'], ['Mole', 'Rabbit', 'Underground', 'Above ground'], ['Underground', 'Above ground', 'Mole', 'Rabbit']]"
"If the liquid is Acid, then the litmus is Red.","{'Acid': 'P', 'Base': 'not_P', 'Red': 'Q', 'Blue': 'not_Q'}","[['Red', 'Acid'], ['Acid', 'Blue'], ['Blue', 'Acid'], ['Acid', 'Blue'], ['Acid', 'Blue']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Red', 'Blue', 'Acid', 'Base'], ['Acid', 'Blue', 'Red', 'Base'], ['Base', 'Red', 'Blue', 'Acid'], ['Base', 'Acid', 'Blue', 'Red'], ['Base', 'Acid', 'Red', 'Blue']]","[['Red', 'Acid'], ['Acid', 'Blue'], ['Acid', 'Blue'], ['Acid', 'Red'], ['Acid', 'Red']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['Red', 'Blue', 'Acid', 'Base'], ['Acid', 'Blue', 'Red', 'Base'], ['Base', 'Red', 'Blue', 'Acid'], ['Base', 'Acid', 'Blue', 'Red'], ['Base', 'Acid', 'Red', 'Blue']]","[['Red', 'Blue', 'Base'], ['Acid', 'Blue'], ['Acid', 'Blue'], ['Acid', 'Blue'], ['Acid', 'Blue']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['Red', 'Blue', 'Acid', 'Base'], ['Acid', 'Blue', 'Red', 'Base'], ['Base', 'Red', 'Blue', 'Acid'], ['Base', 'Acid', 'Blue', 'Red'], ['Base', 'Acid', 'Red', 'Blue']]"
