Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the figure is dark, then the shape is rectangle.","{'dark': 'P', 'light': 'not_P', 'rectangle': 'Q', 'oval': 'not_Q'}","[['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['*   Therefore', ""'oval'""], ['dark'], ['oval', 'dark'], ['dark', 'oval'], ['dark', 'oval']]","['NOISE', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark', 'oval'], ['oval', 'dark'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark'], ['dark', 'light'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'rectangle']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark', 'oval'], ['dark', 'oval'], ['oval', 'dark'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark', 'oval'], ['dark', 'rectangle'], ['oval', 'dark'], ['dark', 'rectangle'], ['dark', 'oval']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]"
"If the number is 3, then the symbol is arrow.","{'3': 'P', '7': 'not_P', 'arrow': 'Q', 'spiral': 'not_Q'}","[['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3'], ['3'], ['3'], ['card1', 'card2'], ['3']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'NOISE', 'CONFIRMATION_BIAS']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3', 'spiral'], ['card2', 'card3'], ['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral']]","['CORRECT', 'NOISE', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3', 'arrow'], ['3', 'arrow'], ['3', 'arrow'], ['arrow', '3'], ['arrow', '3']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['spiral', '3'], ['3', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3'], ['3', 'arrow'], ['3', 'arrow'], ['3', 'arrow'], ['3', 'arrow']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]"
"If the letter is Z, then the number is 0.","{'Z': 'P', 'Q': 'not_P', '0': 'Q', '5': 'not_Q'}","[['Z', '5'], ['Z', '5'], ['Z', '5'], ['5', 'Z'], ['Z', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z'], ['Z'], [], ['5', 'Z'], ['Z', '5']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'NOISE', 'CORRECT', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z', '5'], ['5', 'Z'], ['Z', '5'], ['- Shows letter'], ['Z', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z', '0'], ['Z', '0'], ['Z', '5', '0'], ['0', 'Z', '5'], ['Z', '5']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION', 'OVER_SELECTION', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z', '5'], ['Z', '5'], ['Z', '5'], ['5', 'Z'], ['Z', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z', '0'], ['Z', '5'], ['Z', '5'], ['0', 'Z'], []]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'NOISE']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]"
"If the pattern is grid, then the color is blue.","{'grid': 'P', 'solid': 'not_P', 'blue': 'Q', 'yellow': 'not_Q'}","[['grid', 'yellow'], ['grid', 'yellow'], ['yellow', 'grid'], ['yellow', 'grid'], ['grid', 'yellow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid'], ['grid'], ['yellow', 'grid'], ['yellow', 'grid'], ['grid']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid', 'yellow'], ['grid', 'yellow'], ['yellow', 'grid'], ['yellow', 'grid'], ['grid', 'yellow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['blue', 'grid'], ['grid'], ['grid', 'yellow'], ['grid', 'yellow'], ['grid', 'yellow']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid', 'yellow'], ['grid', 'yellow'], ['yellow', 'grid'], ['yellow', 'grid'], ['grid', 'yellow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid'], ['grid', 'yellow'], ['grid', 'blue'], ['grid'], ['grid', 'blue']]","['CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]"
"If the shape is hexagon, then the number is 6.","{'hexagon': 'P', 'triangle': 'not_P', '6': 'Q', '3': 'not_Q'}","[['hexagon', '3'], ['hexagon', '3'], ['3', 'hexagon'], ['3', 'hexagon'], ['3', 'hexagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon'], ['hexagon'], ['6', 'hexagon'], ['hexagon', '6'], ['hexagon']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '3'], ['hexagon', '3'], ['hexagon', '3'], ['3', 'hexagon'], ['3', 'hexagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '3'], ['6', 'hexagon'], ['3', '6', 'hexagon'], ['hexagon'], ['hexagon', '6']]","['CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '3'], ['hexagon', '3'], ['hexagon', '3'], ['3', 'hexagon'], ['3', 'hexagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '6'], ['6', 'hexagon', '3', 'triangle'], ['hexagon', '6'], ['hexagon'], ['hexagon', '6']]","['MATCHING_BIAS', 'ALL_CARDS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]"
"If the digit is 9, then the letter is W.","{'9': 'P', '4': 'not_P', 'W': 'Q', 'F': 'not_Q'}","[['9', 'F'], ['9', 'F'], ['F', '9'], ['9', 'F'], ['A (check for even)', '7 (check for vowel']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'NOISE']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'F'], ['9', 'W'], ['9'], ['9'], ['9']]","['CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'F'], ['9', 'F'], [""- 'F' → we see letter F (not""], ['9', 'F'], ['F', '9']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'W'], ['F', '9'], ['W', '9'], ['9', 'W'], ['9']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'F'], ['9', 'F'], ['F', '9'], ['9', 'F'], ['9', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['W', '4', '9', 'F'], ['W', '9'], ['9'], ['9', 'W'], ['None']]","['ALL_CARDS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'NOISE']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]"
"If the cell is shaded, then the symbol is diamond.","{'shaded': 'P', 'empty': 'not_P', 'diamond': 'Q', 'circle': 'not_Q'}","[['shaded', 'circle'], ['shaded', 'circle'], ['circle', 'shaded'], ['shaded', 'circle'], ['shaded', 'circle']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded'], ['shaded', 'circle'], ['shaded'], ['shaded'], ['shaded']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded', 'circle'], ['So: **circle** and **sh'], ['shaded', 'circle'], ['circle', 'empty', 'shaded']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'LOGIC_ERROR']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded', 'empty'], ['shaded', 'circle'], ['shaded', 'circle'], ['circle', 'shaded']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded', 'circle'], ['circle', 'shaded'], ['shaded', 'circle'], ['circle', 'shaded']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded', 'circle'], ['shaded'], ['shaded', 'circle'], ['shaded']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]"
"If the shape has four sides, then the color is orange.","{'four_sides': 'P', 'three_sides': 'not_P', 'orange': 'Q', 'purple': 'not_Q'}","[['four_sides', 'purple'], ['purple', 'four_sides'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['orange', 'four_sides', 'purple'], ['four_sides'], [""*   'orange': $B$. We need to check if $A$ is true. If $A$ is true"", ""it's consistent. If $""], ['four_sides', 'orange'], ['four_sides']]","['OVER_SELECTION', 'CONFIRMATION_BIAS', 'NOISE', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'purple'], ['purple', 'four_sides'], ['purple', 'four_sides'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'purple'], ['four_sides', 'orange'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['four_sides', 'orange']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'purple'], ['purple', 'four_sides'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'orange'], ['purple', 'four_sides'], ['purple', 'orange'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['MATCHING_BIAS', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]"
"If the token is delta, then the code is 99.","{'delta': 'P', 'gamma': 'not_P', '99': 'Q', '00': 'not_Q'}","[['delta', '00'], ['delta', '00'], ['delta', '00'], ['delta', '00'], ['delta', '00']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta'], ['delta'], ['delta', '00'], ['99', 'delta'], ['delta', '00', '99']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta', '00'], ['delta', '00'], ['delta', '00'], ['00', 'delta'], ['delta', '00']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta', '99'], ['delta', '99'], ['delta', '99', '00'], ['delta', '00'], ['delta', '99']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT', 'MATCHING_BIAS']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta', '00'], ['delta', '00'], ['delta', '00'], ['00', 'delta'], ['delta', '00']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta', '99'], ['delta', '00', '99', 'gamma'], ['delta', '99'], ['gamma', 'delta', '00'], ['delta', '99']]","['MATCHING_BIAS', 'ALL_CARDS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]"
"If the figure is small, then the border is dashed.","{'small': 'P', 'large': 'not_P', 'dashed': 'Q', 'solid': 'not_Q'}","[['solid', 'small'], ['solid', 'small'], ['small', 'solid'], ['small', 'solid'], ['small', 'solid']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['small'], ['solid', 'small'], ['solid', 'small'], ['small', 'solid'], ['small']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['small', 'solid'], ['small', 'solid'], ['small', 'solid'], ['small', 'solid'], ['small', 'solid']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['solid', 'small'], ['solid', 'small'], ['small', 'solid'], ['small', 'solid'], ['solid', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['solid', 'small'], ['small', 'solid'], ['solid', 'small'], ['small', 'solid'], ['solid', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['small', 'dashed'], ['solid', 'small'], ['small', 'solid'], ['small', 'dashed'], ['small', 'solid']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]"
