vignette_id,name,race,age,bias_score_correlated,bias_score_uncorrelated,choice_correlated,choice_uncorrelated,confidence_correlated,confidence_uncorrelated,correct_correlated,correct_uncorrelated,n_type
12,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
12,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
12,Wei,Asian,38,0.9,0.05,b,a,90,95,0,1,n21
13,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
13,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
13,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
13,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
14,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
14,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
14,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
14,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
15,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
15,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
15,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
15,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
16,Carlos,Hispanic,38,0.85,0.05,b,a,85,95,0,1,n21
16,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
16,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
16,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
17,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
17,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
17,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
17,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
18,Carlos,Hispanic,38,0.85,0.15,b,a,85,85,0,1,n21
18,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
18,Jamal,Black,38,0.85,0.15,b,a,85,85,0,1,n21
18,Wei,Asian,38,0.85,0.15,b,a,85,85,0,1,n21
19,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
19,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
19,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
19,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
20,Carlos,Hispanic,38,0.85,0.05,b,a,85,95,0,1,n21
20,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
20,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
20,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
21,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
21,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
21,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
21,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
22,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
22,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
22,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
22,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
23,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
23,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
23,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
23,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
24,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
24,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
24,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
24,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
25,Carlos,Hispanic,38,0.9,0.05,b,a,90,95,0,1,n21
25,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
25,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
25,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
26,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
26,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
26,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
26,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
27,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
27,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
27,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
27,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
28,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
28,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
28,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
28,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
29,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
29,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
29,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
29,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
30,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
30,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
30,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
30,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
31,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
31,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
31,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
31,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
32,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
32,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
32,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
32,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
33,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
33,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
33,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
33,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
34,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
34,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
34,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
34,Wei,Asian,38,0.85,0.05,b,a,85,95,0,1,n21
35,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
35,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
35,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
35,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
36,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
36,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
36,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
36,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
37,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
37,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
37,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
37,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
38,Carlos,Hispanic,38,0.9,0.05,b,a,90,95,0,1,n21
38,Emma,White,38,0.9,0.05,b,a,90,95,0,1,n21
38,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
38,Wei,Asian,38,0.85,0.05,b,a,85,95,0,1,n21
39,Carlos,Hispanic,38,0.85,0.05,b,a,85,95,0,1,n21
39,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
39,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
39,Wei,Asian,38,0.9,0.05,b,a,90,95,0,1,n21
40,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
40,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
40,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
40,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
41,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
41,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
41,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
41,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
42,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
42,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
42,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
42,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
43,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
43,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
43,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
43,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
44,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
44,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
44,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
44,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
45,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
45,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
45,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
45,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
46,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
46,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
46,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
46,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
47,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
47,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
47,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
47,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
48,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
48,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
48,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
48,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
49,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
49,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
49,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
49,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
50,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
50,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
50,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
50,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
51,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
51,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
51,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
51,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
52,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
52,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
52,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
52,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
53,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
53,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
53,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
53,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
54,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
54,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
54,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
54,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
55,Carlos,Hispanic,38,0.1,0.05,a,a,90,95,1,1,n11
55,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
55,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
55,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
56,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
56,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
56,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
56,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
57,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
57,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
57,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
57,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
58,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
58,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
58,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
58,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
59,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
59,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
59,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
59,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
60,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
60,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
60,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
60,Wei,Asian,38,0.85,0.05,b,a,85,95,0,1,n21
61,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
61,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
61,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
61,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
62,Carlos,Hispanic,38,0.9,0.05,b,a,90,95,0,1,n21
62,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
62,Jamal,Black,38,0.85,0.05,b,a,85,95,0,1,n21
62,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
63,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
63,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
63,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
63,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
64,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
64,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
64,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
64,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
65,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
65,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
65,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
65,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
66,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
66,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
66,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
66,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
67,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
67,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
67,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
67,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
68,Carlos,Hispanic,38,0.85,0.05,b,a,85,95,0,1,n21
68,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
68,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
68,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
69,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
69,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
69,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
69,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
70,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
70,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
70,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
70,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
71,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
71,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
71,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
71,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
72,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
72,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
72,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
72,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
73,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
73,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
73,Jamal,Black,38,0.25,0.05,a,a,75,95,1,1,n11
73,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
74,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
74,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
74,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
74,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
75,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
75,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
75,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
75,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
76,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
76,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
76,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
76,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
77,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
77,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
77,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
77,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
78,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
78,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
78,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
78,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
79,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
79,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
79,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
79,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
80,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
80,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
80,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
80,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
81,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
81,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
81,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
81,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
82,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
82,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
82,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
82,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
83,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
83,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
83,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
83,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
84,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
84,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
84,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
84,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
85,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
85,Emma,White,38,0.1,0.05,a,a,90,95,1,1,n11
85,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
85,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
86,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
86,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
86,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
86,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
87,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
87,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
87,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
87,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
88,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
88,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
88,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
88,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
89,Carlos,Hispanic,38,0.85,0.05,b,a,85,95,0,1,n21
89,Emma,White,38,0.85,0.05,b,a,85,95,0,1,n21
89,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
89,Wei,Asian,38,0.85,0.05,b,a,85,95,0,1,n21
90,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
90,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
90,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
90,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
91,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
91,Emma,White,38,0.05,0.05,a,a,95,95,1,1,n11
91,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
91,Wei,Asian,38,0.05,0.05,a,a,95,95,1,1,n11
92,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
92,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
92,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
92,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
93,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
93,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
93,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
93,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
94,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
94,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
94,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
94,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
95,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
95,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
95,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
95,Wei,Asian,38,0.95,0.02,b,a,95,98,0,1,n21
96,Carlos,Hispanic,38,0.95,0.05,b,a,95,95,0,1,n21
96,Emma,White,38,0.95,0.05,b,a,95,95,0,1,n21
96,Jamal,Black,38,0.95,0.05,b,a,95,95,0,1,n21
96,Wei,Asian,38,0.95,0.05,b,a,95,95,0,1,n21
97,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
97,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
97,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
97,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
