model,prompt_style,reasoning,category,turn,mean_iou,confirming_test_rate
anthropic__claude-sonnet-4.6,baseline,high,Паттерн,18,0.0124,1.0
anthropic__claude-sonnet-4.6,baseline,high,Паттерн,19,0.0106,0.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,1,0.24024444444444443,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,2,0.0723142857142857,0.8571428571428571
anthropic__claude-sonnet-4.6,baseline,high,Порядок,3,5.714285714285715e-05,0.8571428571428571
anthropic__claude-sonnet-4.6,baseline,high,Порядок,4,0.14238571428571428,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,5,0.0,0.8
anthropic__claude-sonnet-4.6,baseline,high,Порядок,6,0.0,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,7,0.0,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,8,0.0,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,9,0.0,1.0
anthropic__claude-sonnet-4.6,baseline,high,Порядок,10,0.0,1.0
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,1,0.23947,1.0
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,2,0.10913333333333333,0.5555555555555556
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,3,0.09832222222222223,0.6666666666666666
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,4,0.12532222222222222,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,5,0.12573333333333334,0.4444444444444444
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,6,0.11241111111111109,0.8888888888888888
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,7,0.06555555555555555,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,8,0.07375,0.625
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,9,0.149725,0.625
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,10,0.029457142857142855,1.0
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,11,0.032999999999999995,0.3333333333333333
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,12,0.057333333333333326,0.8333333333333334
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,13,0.05781666666666666,0.8333333333333334
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,14,0.058,0.6666666666666666
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,15,0.05773333333333333,0.5
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,16,0.1129,0.6666666666666666
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,17,0.07195,0.6666666666666666
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,18,0.0863,0.8333333333333334
anthropic__claude-sonnet-4.6,baseline,high,Смешанные,19,0.08666666666666667,0.6666666666666666
anthropic__claude-sonnet-4.6,baseline,high,Чётность,1,0.07338,1.0
anthropic__claude-sonnet-4.6,baseline,high,Чётность,2,0.20703,0.7
anthropic__claude-sonnet-4.6,baseline,high,Чётность,3,0.08566666666666665,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Чётность,4,0.08511111111111111,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Чётность,5,0.08514444444444444,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Чётность,6,0.19715555555555556,0.7777777777777778
anthropic__claude-sonnet-4.6,baseline,high,Чётность,7,0.0962625,0.875
anthropic__claude-sonnet-4.6,baseline,high,Чётность,8,0.14493333333333333,0.8333333333333334
anthropic__claude-sonnet-4.6,baseline,high,Чётность,9,0.17352,0.2
anthropic__claude-sonnet-4.6,baseline,high,Чётность,10,0.22612000000000002,1.0
anthropic__claude-sonnet-4.6,baseline,high,Чётность,11,0.22111999999999998,0.4
anthropic__claude-sonnet-4.6,baseline,high,Чётность,12,0.32467999999999997,0.8
anthropic__claude-sonnet-4.6,baseline,high,Чётность,13,0.154175,0.75
anthropic__claude-sonnet-4.6,baseline,high,Чётность,14,0.23322500000000002,1.0
anthropic__claude-sonnet-4.6,baseline,high,Чётность,15,0.22905,0.75
anthropic__claude-sonnet-4.6,baseline,high,Чётность,16,0.23020000000000002,0.75
anthropic__claude-sonnet-4.6,baseline,high,Чётность,17,0.22775,0.5
anthropic__claude-sonnet-4.6,baseline,high,Чётность,18,0.224825,0.5
anthropic__claude-sonnet-4.6,baseline,high,Чётность,19,0.2329,0.5
openai__gpt-5.2,baseline,high,Арифметика,1,0.13442,0.8
openai__gpt-5.2,baseline,high,Арифметика,2,0.03218888888888889,0.7777777777777778
openai__gpt-5.2,baseline,high,Арифметика,3,0.03913333333333333,0.7777777777777778
openai__gpt-5.2,baseline,high,Арифметика,4,0.15423333333333333,0.6666666666666666
openai__gpt-5.2,baseline,high,Арифметика,5,0.042275,0.875
openai__gpt-5.2,baseline,high,Арифметика,6,0.0398,0.375
openai__gpt-5.2,baseline,high,Арифметика,7,0.0405625,0.75
openai__gpt-5.2,baseline,high,Арифметика,8,0.1694125,1.0
openai__gpt-5.2,baseline,high,Арифметика,9,0.04744285714285714,0.7142857142857143
openai__gpt-5.2,baseline,high,Арифметика,10,0.048371428571428565,0.42857142857142855
openai__gpt-5.2,baseline,high,Арифметика,11,0.050114285714285715,0.42857142857142855
openai__gpt-5.2,baseline,high,Арифметика,12,0.18515714285714283,0.5714285714285714
openai__gpt-5.2,baseline,high,Арифметика,13,0.056716666666666665,0.6666666666666666
openai__gpt-5.2,baseline,high,Арифметика,14,0.059449999999999996,0.8333333333333334
openai__gpt-5.2,baseline,high,Арифметика,15,0.05333333333333334,0.6666666666666666
openai__gpt-5.2,baseline,high,Арифметика,16,0.0539,0.6666666666666666
openai__gpt-5.2,baseline,high,Арифметика,17,0.04996666666666666,0.6666666666666666
openai__gpt-5.2,baseline,high,Арифметика,18,0.057566666666666676,0.16666666666666666
openai__gpt-5.2,baseline,high,Арифметика,19,0.05408333333333334,0.5
openai__gpt-5.2,baseline,high,Паттерн,1,0.05513636363636364,0.8181818181818182
openai__gpt-5.2,baseline,high,Паттерн,2,0.053890909090909093,0.9090909090909091
openai__gpt-5.2,baseline,high,Паттерн,3,0.0003181818181818182,0.7272727272727273
openai__gpt-5.2,baseline,high,Паттерн,4,0.03446363636363636,0.8181818181818182
openai__gpt-5.2,baseline,high,Паттерн,5,0.04519090909090909,0.8181818181818182
openai__gpt-5.2,baseline,high,Паттерн,6,0.09354545454545454,0.5454545454545454
openai__gpt-5.2,baseline,high,Паттерн,7,0.05201,0.5
openai__gpt-5.2,baseline,high,Паттерн,8,0.05195999999999999,0.8
openai__gpt-5.2,baseline,high,Паттерн,9,0.06860000000000001,0.7
openai__gpt-5.2,baseline,high,Паттерн,10,0.06869,0.8
openai__gpt-5.2,baseline,high,Паттерн,11,0.10179,0.8
openai__gpt-5.2,baseline,high,Паттерн,12,0.003911111111111111,0.7777777777777778
openai__gpt-5.2,baseline,high,Паттерн,13,0.0020666666666666663,0.6666666666666666
openai__gpt-5.2,baseline,high,Паттерн,14,0.0031333333333333335,0.7777777777777778
openai__gpt-5.2,baseline,high,Паттерн,15,0.0972888888888889,0.7777777777777778
openai__gpt-5.2,baseline,high,Паттерн,16,0.0020444444444444442,0.8888888888888888
openai__gpt-5.2,baseline,high,Паттерн,17,0.0021,1.0
openai__gpt-5.2,baseline,high,Паттерн,18,0.03867777777777778,0.8888888888888888
openai__gpt-5.2,baseline,high,Паттерн,19,0.18534444444444442,0.6666666666666666
openai__gpt-5.2,baseline,high,Порядок,1,0.018833333333333334,1.0
openai__gpt-5.2,baseline,high,Порядок,2,0.019366666666666664,0.6666666666666666
openai__gpt-5.2,baseline,high,Порядок,3,0.14497777777777776,0.6666666666666666
openai__gpt-5.2,baseline,high,Порядок,4,0.1349375,0.75
openai__gpt-5.2,baseline,high,Порядок,5,0.16412857142857143,0.5714285714285714
openai__gpt-5.2,baseline,high,Порядок,6,0.013033333333333334,0.8333333333333334
openai__gpt-5.2,baseline,high,Порядок,7,0.00015,1.0
openai__gpt-5.2,baseline,high,Порядок,8,6.666666666666667e-05,0.6666666666666666
openai__gpt-5.2,baseline,high,Порядок,9,0.00025,0.6666666666666666
openai__gpt-5.2,baseline,high,Порядок,10,0.027766666666666665,1.0
openai__gpt-5.2,baseline,high,Порядок,11,0.0,0.8333333333333334
openai__gpt-5.2,baseline,high,Порядок,12,0.0,1.0
openai__gpt-5.2,baseline,high,Порядок,13,0.0,1.0
openai__gpt-5.2,baseline,high,Порядок,14,0.005783333333333334,1.0
openai__gpt-5.2,baseline,high,Порядок,15,0.0,1.0
openai__gpt-5.2,baseline,high,Порядок,16,0.0,0.8333333333333334
openai__gpt-5.2,baseline,high,Порядок,17,0.0006,0.8333333333333334
openai__gpt-5.2,baseline,high,Порядок,18,0.0,1.0
openai__gpt-5.2,baseline,high,Порядок,19,0.0035166666666666666,1.0
openai__gpt-5.2,baseline,high,Смешанные,1,0.23201999999999998,0.9
openai__gpt-5.2,baseline,high,Смешанные,2,0.04886666666666667,0.6666666666666666
openai__gpt-5.2,baseline,high,Смешанные,3,0.09661111111111112,0.6666666666666666
openai__gpt-5.2,baseline,high,Смешанные,4,0.08241111111111112,0.6666666666666666
openai__gpt-5.2,baseline,high,Смешанные,5,0.07731111111111111,0.4444444444444444
openai__gpt-5.2,baseline,high,Смешанные,6,0.13702222222222224,0.6666666666666666
openai__gpt-5.2,baseline,high,Смешанные,7,0.18234444444444445,0.5555555555555556
openai__gpt-5.2,baseline,high,Смешанные,8,0.080375,0.625
openai__gpt-5.2,baseline,high,Смешанные,9,0.117725,0.75
openai__gpt-5.2,baseline,high,Смешанные,10,0.127975,0.875
openai__gpt-5.2,baseline,high,Смешанные,11,0.128425,0.375
openai__gpt-5.2,baseline,high,Смешанные,12,0.161325,0.625
openai__gpt-5.2,baseline,high,Смешанные,13,0.186625,0.5
openai__gpt-5.2,baseline,high,Смешанные,14,0.1782875,0.75
openai__gpt-5.2,baseline,high,Смешанные,15,0.20926250000000002,0.625
openai__gpt-5.2,baseline,high,Смешанные,16,0.221625,0.5
openai__gpt-5.2,baseline,high,Смешанные,17,0.2278375,0.625
openai__gpt-5.2,baseline,high,Смешанные,18,0.24800000000000003,0.75
openai__gpt-5.2,baseline,high,Смешанные,19,0.2845875,0.75
openai__gpt-5.2,baseline,high,Чётность,1,0.048299999999999996,1.0
openai__gpt-5.2,baseline,high,Чётность,2,0.10516,0.9
openai__gpt-5.2,baseline,high,Чётность,3,0.03162222222222222,0.5555555555555556
openai__gpt-5.2,baseline,high,Чётность,4,0.024577777777777775,0.5555555555555556
openai__gpt-5.2,baseline,high,Чётность,5,0.02991111111111111,0.7777777777777778
openai__gpt-5.2,baseline,high,Чётность,6,0.13231111111111113,0.6666666666666666
openai__gpt-5.2,baseline,high,Чётность,7,0.002575,0.75
openai__gpt-5.2,baseline,high,Чётность,8,0.002825,0.625
openai__gpt-5.2,baseline,high,Чётность,9,0.0023125000000000003,0.75
openai__gpt-5.2,baseline,high,Чётность,10,0.0025875,0.375
openai__gpt-5.2,baseline,high,Чётность,11,0.0041875,0.75
openai__gpt-5.2,baseline,high,Чётность,12,0.1268375,0.875
openai__gpt-5.2,baseline,high,Чётность,13,0.002157142857142857,0.5714285714285714
openai__gpt-5.2,baseline,high,Чётность,14,0.0018428571428571428,1.0
openai__gpt-5.2,baseline,high,Чётность,15,0.1433,0.7142857142857143
openai__gpt-5.2,baseline,high,Чётность,16,0.0005666666666666666,0.3333333333333333
openai__gpt-5.2,baseline,high,Чётность,17,0.0009833333333333335,0.6666666666666666
openai__gpt-5.2,baseline,high,Чётность,18,0.0009666666666666666,0.5
openai__gpt-5.2,baseline,high,Чётность,19,0.34635,0.8333333333333334
