Rule Text,JSON Mapping
"If you wear the Golden Mask, you must be a Priest.","{'Wearing Mask': 'P', 'Wearing Hat': 'not_P', 'Is Priest': 'Q', 'Is Commoner': 'not_Q'}"
"If a ship docks at Station 9, it must pay the Docking Fee.","{'Docking Station 9': 'P', 'Docking Station 1': 'not_P', 'Fee Paid': 'Q', 'Unpaid': 'not_Q'}"
"If you summon a Demon, you must draw a Circle.","{'Summoning': 'P', 'Banishing': 'not_P', 'Circle Drawn': 'Q', 'No Circle': 'not_Q'}"
"If a miner digs for Kryptonite, he must have a Lead Box.","{'Digging Kryptonite': 'P', 'Digging Coal': 'not_P', 'Has Lead Box': 'Q', 'No Box': 'not_Q'}"
"If you use the Teleporter, you need Level 5 Clearance.","{'Using Teleporter': 'P', 'Using Elevator': 'not_P', 'Level 5': 'Q', 'Level 1': 'not_Q'}"
"If you pick the Black Rose, you must offer Blood.","{'Picking Rose': 'P', 'Looking at Rose': 'not_P', 'Offered Blood': 'Q', 'No Offering': 'not_Q'}"
"If a netrunner hacks the Mainframe, they must use a Proxy.","{'Hacking Mainframe': 'P', 'Browsing Web': 'not_P', 'Using Proxy': 'Q', 'Direct Conn': 'not_Q'}"
"If you attend the Midnight Ball, you must wear a Mask.","{'Attending Ball': 'P', 'Staying Home': 'not_P', 'Wearing Mask': 'Q', 'No Mask': 'not_Q'}"
"If an alchemist brews Elixir of Life, he must use Philosopher's Stone.","{'Brewing Elixir': 'P', 'Brewing Tea': 'not_P', 'Used Stone': 'Q', 'No Stone': 'not_Q'}"
"If a technician enters the Reactor Core, they must carry a Clearance Disk.","{'Entering Reactor Core': 'P', 'Entering control room': 'not_P', 'Clearance Disk': 'Q', 'No Disk': 'not_Q'}"
"If you open the Pandora Box, you must close your Eyes.","{'Opening Box': 'P', 'Holding Box': 'not_P', 'Eyes Closed': 'Q', 'Eyes Open': 'not_Q'}"
"If a ghost crosses the Salt Line, it must carry a Warden's Mark.","{'Crossing Salt Line': 'P', 'Staying inside': 'not_P', ""Warden's Mark"": 'Q', 'No Mark': 'not_Q'}"
"If a spy enters the Embassy, they must destroy their Phone.","{'Entering Embassy': 'P', 'Walking in Park': 'not_P', 'Phone Destroyed': 'Q', 'Has Phone': 'not_Q'}"
"If a settler enters the Crimson Wastes, they must carry a Dust Veil.","{'Entering Crimson Wastes': 'P', 'Entering Green Valley': 'not_P', 'Has Dust Veil': 'Q', 'No Veil': 'not_Q'}"
"If a traveler crosses the Moon Gate, they must carry a Silver Feather.","{'Crossing Moon Gate': 'P', 'Crossing Sun Gate': 'not_P', 'Silver Feather': 'Q', 'No Feather': 'not_Q'}"
"If a villager drinks Glow Sap, they must wear a Blue Mask.","{'Drinking Glow Sap': 'P', 'Drinking Rain Water': 'not_P', 'Blue Mask': 'Q', 'No Mask': 'not_Q'}"
"If an acolyte enters the Sanctum, they must shave their Head.","{'Entering Sanctum': 'P', 'Entering Dormitory': 'not_P', 'Shaved head': 'Q', 'Has hair': 'not_Q'}"
"If a trader visits the Nox Market, they must carry a Clan Seal.","{'Visiting Nox Market': 'P', 'Visiting Day Market': 'not_P', 'Clan Seal': 'Q', 'No Seal': 'not_Q'}"
"If a starfarer lands on Veltos, they must declare their Cargo.","{'Landing on Veltos': 'P', 'Landing on Kelmar': 'not_P', 'Declared cargo': 'Q', 'Undeclared': 'not_Q'}"
"If a citizen uses the Aether Bridge, they must hold a Toll Stone.","{'Using Aether Bridge': 'P', 'Using Stone Road': 'not_P', 'Toll Stone': 'Q', 'No Stone': 'not_Q'}"
"If a guild member claims a Bounty, they must present a Guild Mark.","{'Claiming Bounty': 'P', 'Reporting Sighting': 'not_P', 'Guild Mark': 'Q', 'No Mark': 'not_Q'}"
"If a child is born under the Twin Moons, they must be registered with the Oracle.","{'Born under Twin Moons': 'P', 'Born under Single Moon': 'not_P', 'Registered': 'Q', 'Unregistered': 'not_Q'}"
"If a healer uses the Black Bloom, they must be licensed by the Elder.","{'Using Black Bloom': 'P', 'Using Red Herb': 'not_P', 'Elder licensed': 'Q', 'Unlicensed': 'not_Q'}"
"If a rider mounts a Stormwing, they must wear a Binding Cord.","{'Mounting Stormwing': 'P', 'Walking': 'not_P', 'Binding Cord': 'Q', 'No Cord': 'not_Q'}"
"If a delegate speaks at the Hollow Council, they must hold the Speaking Stone.","{'Speaking at Council': 'P', 'Observing Council': 'not_P', 'Speaking Stone': 'Q', 'Empty hands': 'not_Q'}"
"If a crafter forges a Soul Blade, they must have a Master Rune.","{'Forging Soul Blade': 'P', 'Forging Iron Blade': 'not_P', 'Master Rune': 'Q', 'No Rune': 'not_Q'}"
"If a traveler enters the Veilwood, they must leave an Offering at the Gate.","{'Entering Veilwood': 'P', 'Passing near Veilwood': 'not_P', 'Left offering': 'Q', 'No offering': 'not_Q'}"
"If a mage opens a Rift Gate, they must register with the Arcane Warden.","{'Opens Rift Gate': 'P', 'Casts minor spell': 'not_P', 'Registered': 'Q', 'Unregistered': 'not_Q'}"
"If a merchant sells Moonsilk, they must pay the Weaver's Tithe.","{'Selling Moonsilk': 'P', 'Selling Cotton': 'not_P', 'Tithe paid': 'Q', 'No tithe': 'not_Q'}"
"If a scout enters the Ashlands, they must carry a Purge Token.","{'Entering Ashlands': 'P', 'Entering Greenfields': 'not_P', 'Purge Token': 'Q', 'No Token': 'not_Q'}"
"If a clan elder calls the Blood Moot, all chieftains must Attend.","{'Blood Moot called': 'P', 'Regular gathering': 'not_P', 'Chieftains attend': 'Q', 'Absent': 'not_Q'}"
"If a vessel crosses the Shatter Sea, it must carry a Beacon Stone.","{'Crossing Shatter Sea': 'P', 'Sailing inland lake': 'not_P', 'Beacon Stone': 'Q', 'No Stone': 'not_Q'}"
"If a dweller exits the Undercity, they must carry a Surface Pass.","{'Exiting Undercity': 'P', 'Moving inside': 'not_P', 'Surface Pass': 'Q', 'No Pass': 'not_Q'}"
"If a noble dines in the Silver Hall, they must wear a House Sigil.","{'Dining in Silver Hall': 'P', 'Eating in quarters': 'not_P', 'House Sigil': 'Q', 'No Sigil': 'not_Q'}"
"If a courier carries a Sealed Writ, they must not Break the Seal.","{'Carrying Sealed Writ': 'P', 'Carrying open letter': 'not_P', 'Seal intact': 'Q', 'Seal broken': 'not_Q'}"
"If an initiate joins the Amber Order, they must surrender their Name.","{'Joining Amber Order': 'P', 'Joining Silver Order': 'not_P', 'Surrendered name': 'Q', 'Kept name': 'not_Q'}"
"If a hunter kills a Spirit Elk, they must burn the Bones.","{'Kills Spirit Elk': 'P', 'Kills common deer': 'not_P', 'Bones burned': 'Q', 'Bones kept': 'not_Q'}"
"If a ship sails through the Fog Veil, the captain must Ring the Bell.","{'Sailing Fog Veil': 'P', 'Sailing clear water': 'not_P', 'Bell rung': 'Q', 'Silence': 'not_Q'}"
"If a prisoner is held in the Glass Tower, they must wear a Null Collar.","{'Held in Glass Tower': 'P', 'Held in Iron Cell': 'not_P', 'Null Collar': 'Q', 'No Collar': 'not_Q'}"
"If an emissary carries the Obsidian Seal, they may enter the Inner Chamber.","{'Carries Obsidian Seal': 'P', 'Carries Wax Seal': 'not_P', 'Enters Inner Chamber': 'Q', 'Denied entry': 'not_Q'}"
"If a citizen is marked with the Curse Glyph, they must live in the Outer Ring.","{'Marked with Glyph': 'P', 'Unmarked': 'not_P', 'Lives in Outer Ring': 'Q', 'Lives in Inner City': 'not_Q'}"
"If a brewer makes Stardust Ale, they must tithe a Barrel to the Council.","{'Making Stardust Ale': 'P', 'Making common ale': 'not_P', 'Tithed barrel': 'Q', 'No tithe': 'not_Q'}"
"If a soldier enters the Forbidden Quarter, they must go Unarmed.","{'Entering Forbidden Quarter': 'P', 'Entering Garrison': 'not_P', 'Unarmed': 'Q', 'Armed': 'not_Q'}"
"If a seer reads the Void Flames, they must be blindfolded Afterward.","{'Reading Void Flames': 'P', 'Reading candle flame': 'not_P', 'Blindfolded': 'Q', 'Not blindfolded': 'not_Q'}"
"If a pilgrim reaches the Summit Shrine, they must leave a Stone Offering.","{'Reaches Summit Shrine': 'P', 'Reaches base camp': 'not_P', 'Stone offering left': 'Q', 'Nothing left': 'not_Q'}"
"If a speaker addresses the Floating Court, they must remove their Footwear.","{'Addressing Floating Court': 'P', 'Speaking in marketplace': 'not_P', 'Barefoot': 'Q', 'Shod': 'not_Q'}"
"If a thane claims new Land, they must plant an Iron Banner.","{'Claiming land': 'P', 'Visiting land': 'not_P', 'Iron Banner planted': 'Q', 'No banner': 'not_Q'}"
"If a dreamer enters the Sleep Web, they must bind their Wrists.","{'Entering Sleep Web': 'P', 'Normal sleep': 'not_P', 'Wrists bound': 'Q', 'Unbound': 'not_Q'}"
"If a channeler uses the Storm Conduit, they must wear Copper Gloves.","{'Using Storm Conduit': 'P', 'Using Wind Charm': 'not_P', 'Copper Gloves': 'Q', 'Bare hands': 'not_Q'}"
"If a herald announces a War Decree, they must carry the War Horn.","{'Announcing War Decree': 'P', 'Announcing harvest': 'not_P', 'Carries War Horn': 'Q', 'No Horn': 'not_Q'}"
"If a monk meditates at the Null Pool, they must wear White Robes.","{'Meditating at Null Pool': 'P', 'Meditating in garden': 'not_P', 'White Robes': 'Q', 'Colored robes': 'not_Q'}"
"If a builder constructs on Hallowed Ground, they must obtain a Spirit License.","{'Building on Hallowed Ground': 'P', 'Building in lowlands': 'not_P', 'Spirit License': 'Q', 'No License': 'not_Q'}"
"If a caravan passes through Thornwall, they must pay the Dust Toll.","{'Passing Thornwall': 'P', 'Passing Greenway': 'not_P', 'Paid Dust Toll': 'Q', 'No Toll': 'not_Q'}"
"If a navigator reads the Star Charts of Vel, they must be a Sky Caste.","{'Reading Vel Charts': 'P', 'Reading sea maps': 'not_P', 'Sky Caste': 'Q', 'Not Sky Caste': 'not_Q'}"
"If a challenger enters the Trial Ring, they must surrender their Shield.","{'Entering Trial Ring': 'P', 'Entering practice yard': 'not_P', 'Shield surrendered': 'Q', 'Shield kept': 'not_Q'}"
"If a healer enters the Plague Ward, they must wear a Smoke Mask.","{'Entering Plague Ward': 'P', 'Entering common ward': 'not_P', 'Smoke Mask': 'Q', 'No Mask': 'not_Q'}"
"If a spirit-speaker calls the Ancestor Fire, they must fast for Three days.","{'Calling Ancestor Fire': 'P', 'Lighting campfire': 'not_P', 'Fasted three days': 'Q', 'Ate normally': 'not_Q'}"
"If a raider loots a Sacred Tomb, they must tithe half the spoils to the Temple.","{'Looting Sacred Tomb': 'P', 'Looting storage room': 'not_P', 'Half tithed': 'Q', 'Nothing given': 'not_Q'}"
"If a citizen wishes to leave the Dome, they must present a Transit Chip.","{'Leaving the Dome': 'P', 'Moving inside Dome': 'not_P', 'Transit Chip': 'Q', 'No Chip': 'not_Q'}"
"If a warden patrols the Grey Wall, they must carry a Signal Torch.","{'Patrolling Grey Wall': 'P', 'Patrolling inner city': 'not_P', 'Signal Torch': 'Q', 'No Torch': 'not_Q'}"
"If an apprentice touches a Bound Tome, they must have a Mentor present.","{'Touching Bound Tome': 'P', 'Touching blank scroll': 'not_P', 'Mentor present': 'Q', 'Alone': 'not_Q'}"
"If a ranger enters the Spore Forest, they must seal their Helm.","{'Entering Spore Forest': 'P', 'Entering Pine Forest': 'not_P', 'Helm sealed': 'Q', 'Helm open': 'not_Q'}"
"If a nomad camps in the Salt Flats, they must register with the Flatwarden.","{'Camping Salt Flats': 'P', 'Camping riverside': 'not_P', 'Registered': 'Q', 'Unregistered': 'not_Q'}"
"If a clan member draws the Death Rune, they must go into Exile.","{'Draws Death Rune': 'P', 'Draws Life Rune': 'not_P', 'Exiled': 'Q', 'Stays in clan': 'not_Q'}"
"If a pilot docks at the Drift Station, they must surrender their Weapon Cores.","{'Docking at Drift Station': 'P', 'Docking at Port Alpha': 'not_P', 'Weapons surrendered': 'Q', 'Weapons kept': 'not_Q'}"
"If a merchant sells relics from the Deep Vault, they must hold a Vault Permit.","{'Selling Deep Vault relics': 'P', 'Selling common goods': 'not_P', 'Vault Permit': 'Q', 'No Permit': 'not_Q'}"
"If a student passes the Flame Trial, they may wear a Red Sash.","{'Passes Flame Trial': 'P', 'Fails Flame Trial': 'not_P', 'Red Sash': 'Q', 'No Sash': 'not_Q'}"
"If a petitioner speaks before the Bone Throne, they must kneel on Stone.","{'Speaking before Bone Throne': 'P', 'Speaking in square': 'not_P', 'Kneeling on stone': 'Q', 'Standing': 'not_Q'}"
"If a diver enters the Sunken Temple, they must carry a Glow Pearl.","{'Entering Sunken Temple': 'P', 'Swimming near reef': 'not_P', 'Glow Pearl': 'Q', 'No Pearl': 'not_Q'}"
"If a herald crosses into enemy territory under a White Banner, they must not be Harmed.","{'White Banner crossing': 'P', 'Armed crossing': 'not_P', 'Not harmed': 'Q', 'Attacked': 'not_Q'}"
"If a child is chosen by the Stone Oracle, they must leave their family.","{'Chosen by Oracle': 'P', 'Not chosen': 'not_P', 'Leaves family': 'Q', 'Stays with family': 'not_Q'}"
"If a trader wishes to enter Velorum, they must present a Bond Letter.","{'Entering Velorum': 'P', 'Entering Duskport': 'not_P', 'Bond Letter': 'Q', 'No Letter': 'not_Q'}"
"If a knight is stripped of their Title, they must return the Crest.","{'Stripped of title': 'P', 'Honored knight': 'not_P', 'Returns crest': 'Q', 'Keeps crest': 'not_Q'}"
"If a messenger carries a Black Scroll, they must travel Alone.","{'Carrying Black Scroll': 'P', 'Carrying common letter': 'not_P', 'Travels alone': 'Q', 'Travels with group': 'not_Q'}"
"If a hunter enters the Ghost Marshes, they must silence their Bells.","{'Entering Ghost Marshes': 'P', 'Entering common bog': 'not_P', 'Bells silenced': 'Q', 'Bells ringing': 'not_Q'}"
"If a newcomer joins the Amber Enclave, they must complete the Naming Rite.","{'Joining Amber Enclave': 'P', 'Visiting Enclave': 'not_P', 'Naming Rite done': 'Q', 'No Rite': 'not_Q'}"
"If a sorcerer opens a Mirror Gate, they must close it before Dawn.","{'Opens Mirror Gate': 'P', 'Opens wooden door': 'not_P', 'Closed before dawn': 'Q', 'Left open': 'not_Q'}"
"If a bloodsworn warrior breaks their Oath, they must remove their War Paint.","{'Breaks Oath': 'P', 'Honors Oath': 'not_P', 'War Paint removed': 'Q', 'Keeps War Paint': 'not_Q'}"
"If an exile returns to the Hollow City, they must wear a Pardon Brand.","{'Returns to Hollow City': 'P', 'Visits outskirts': 'not_P', 'Pardon Brand': 'Q', 'No Brand': 'not_Q'}"
"If a shadowmancer binds a Wraith, they must seal it with a Name Coin.","{'Binds Wraith': 'P', 'Observes Wraith': 'not_P', 'Name Coin used': 'Q', 'No Coin': 'not_Q'}"
"If a traveler is granted Passage through Ironfen, they must carry a Passage Knot.","{'Granted passage': 'P', 'Denied entry': 'not_P', 'Passage Knot': 'Q', 'No Knot': 'not_Q'}"
"If a warden catches a poacher in the Sacred Grove, they must brand them with the Grove Mark.","{'Caught in Sacred Grove': 'P', 'Caught in common forest': 'not_P', 'Grove Mark': 'Q', 'No Mark': 'not_Q'}"
"If a delegate arrives at the Pale Summit, they must leave their weapons at the Stone Cairn.","{'Arrives at Pale Summit': 'P', 'Arrives at base camp': 'not_P', 'Weapons at cairn': 'Q', 'Weapons kept': 'not_Q'}"
"If a crew member mutinies on a Ghost Ship, they must walk the Void Plank.","{'Mutinies on Ghost Ship': 'P', 'Serves loyally': 'not_P', 'Walks Void Plank': 'Q', 'Spared': 'not_Q'}"
"If a clan leader summons the Fire Council, all sub-chiefs must arrive by Moonrise.","{'Fire Council summoned': 'P', 'Regular meeting': 'not_P', 'Arrive by moonrise': 'Q', 'Arrive at dawn': 'not_Q'}"
"If a prisoner escapes the Ashen Keep, they must never return to the Capital.","{'Escapes Ashen Keep': 'P', 'Released legally': 'not_P', 'Banned from Capital': 'Q', 'May return': 'not_Q'}"
