Rule Text,JSON Mapping,claude-sonnet-4.6_responses,claude-sonnet-4.6_categories,claude-sonnet-4.6_card_orders,grok-4.1-fast_responses,grok-4.1-fast_categories,grok-4.1-fast_card_orders,gpt-5.2_responses,gpt-5.2_categories,gpt-5.2_card_orders
"If the letter is Y, then the number is 5.","{'Y': 'P', 'H': 'not_P', '5': 'Q', '2': 'not_Q'}","[['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['Y'], ['Y', '2'], ['Y', '2'], ['Y'], ['Y']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]","[['2', 'Y'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['2', 'Y']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['5', 'H', 'Y', '2'], ['H', '2', 'Y', '5'], ['2', 'Y', '5', 'H'], ['5', '2', 'H', 'Y']]"
"If the card shows a 4, then the letter is D.","{'4': 'P', '7': 'not_P', 'D': 'Q', 'F': 'not_Q'}","[['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4'], ['4'], ['F', '4'], ['card1', 'card2'], ['4']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'NOISE', 'CONFIRMATION_BIAS']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]","[['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['D', 'F', '7', '4'], ['F', 'D', '4', '7'], ['4', 'D', 'F', '7'], ['4', '7', 'F', 'D']]"
"If the letter is G, then the number is 20.","{'G': 'P', 'S': 'not_P', '20': 'Q', '10': 'not_Q'}","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['10', 'G', 'S', '20'], ['G', 'S', '10', '20'], ['G', '20', 'S', '10'], ['S', '20', 'G', '10'], ['20', 'G', '10', 'S']]"
"If there is an I on the card, then there is a 9 on the back.","{'I': 'P', 'K': 'not_P', '9': 'Q', '4': 'not_Q'}","[['4', 'K', 'I'], ['I', '4'], ['I', '4', 'K'], ['I', '4'], ['I', '4', 'K']]","['LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['I'], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]","[['4', 'K', 'I'], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'K', '9', 'I'], ['I', 'K', '4', '9'], ['9', 'I', '4', 'K'], ['I', 'K', '9', '4'], ['I', '9', '4', 'K']]"
"If the number is 12, then the letter is N.","{'12': 'P', '3': 'not_P', 'N': 'Q', 'B': 'not_Q'}","[['12', 'B'], ['12', 'B'], ['12', 'B'], ['12', 'B'], ['B', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['B', '12', 'N'], ['12', 'B'], ['12', 'B'], ['12', 'B'], ['12', 'B']]","['OVER_SELECTION', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]","[['12', 'B'], ['12', 'B'], ['12', 'B'], ['B', '12'], ['N/A', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['3', 'B', '12', 'N'], ['3', 'N', '12', 'B'], ['12', 'N', '3', 'B'], ['B', '3', 'N', '12'], ['3', 'B', 'N', '12']]"
"If the letter is F, then the number is 6.","{'F': 'P', 'E': 'not_P', '6': 'Q', '7': 'not_Q'}","[['F', '7'], ['F', '7'], ['F', '7'], ['7', 'F'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['F'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]","[['F', '7'], ['7', 'F'], ['7', 'F'], ['7', 'F'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['6', 'E', 'F', '7'], ['7', '6', 'E', 'F'], ['E', '6', '7', 'F'], ['7', 'E', '6', 'F'], ['6', 'F', 'E', '7']]"
"If the number is 2, then the letter is Z.","{'2': 'P', '5': 'not_P', 'Z': 'Q', 'A': 'not_Q'}","[['2', 'A'], ['2', 'A'], ['A', '2'], ['2', 'A'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], ['2', 'A'], ['2'], ['2'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]","[['2', 'A'], ['2', 'A'], ['A', '2'], ['A', '2'], ['2', 'A']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'Z', '5', 'A'], ['2', 'Z', 'A', '5'], ['A', 'Z', '5', '2'], ['Z', 'A', '2', '5'], ['2', '5', 'Z', 'A']]"
"If the letter is W, then the number is 100.","{'W': 'P', 'V': 'not_P', '100': 'Q', '50': 'not_Q'}","[['W', '50'], ['W', '50'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['W', '50'], ['W', '50'], ['W', '50'], ['50', 'W']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]","[['W', '50'], ['50', 'W'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '100', '50', 'V'], ['100', 'V', '50', 'W'], ['V', '50', '100', 'W'], ['W', 'V', '50', '100'], ['V', '50', 'W', '100']]"
"If the letter is E, then the number is 4.","{'E': 'P', 'K': 'not_P', '4': 'Q', '3': 'not_Q'}","[['E', '3'], ['E', '3'], ['E', '3'], ['E', '3'], ['3', 'E']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['3', 'E'], ['E', '3'], ['E', '3'], ['E', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]","[['E', '3'], ['3', 'E'], ['E', '3'], ['E', '3'], ['3', 'E']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['E', '3', '4', 'K'], ['3', 'K', 'E', '4'], ['3', 'E', '4', 'K'], ['E', '4', '3', 'K'], ['3', 'K', '4', 'E']]"
"If the shape is circle, then the color is green.","{'circle': 'P', 'square': 'not_P', 'green': 'Q', 'red': 'not_Q'}","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]","[['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red'], ['circle', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['green', 'circle', 'square', 'red'], ['circle', 'green', 'red', 'square'], ['square', 'green', 'circle', 'red'], ['square', 'red', 'green', 'circle'], ['circle', 'red', 'square', 'green']]"
"If the symbol is star, then the digit is 2.","{'star': 'P', 'cross': 'not_P', '2': 'Q', '5': 'not_Q'}","[['5', 'star'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star'], ['card3', 'card4'], ['star', '5'], ['star'], ['star', '5']]","['CONFIRMATION_BIAS', 'NOISE', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]","[['star', '5'], ['5', 'star'], ['star', '5'], ['5', 'star'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', '2', 'cross', 'star'], ['2', 'cross', '5', 'star'], ['cross', 'star', '2', '5'], ['2', '5', 'cross', 'star'], ['cross', '2', 'star', '5']]"
"If the card has stripes, then the background is white.","{'stripes': 'P', 'dots': 'not_P', 'white': 'Q', 'black': 'not_Q'}","[['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['black', 'dots', 'white', 'stripes'], ['black', 'dots', 'stripes', 'white'], ['dots', 'stripes', 'black', 'white'], ['dots', 'stripes', 'white', 'black'], ['black', 'stripes', 'white', 'dots']]","[['stripes', 'black'], ['stripes'], ['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['black', 'dots', 'white', 'stripes'], ['black', 'dots', 'stripes', 'white'], ['dots', 'stripes', 'black', 'white'], ['dots', 'stripes', 'white', 'black'], ['black', 'stripes', 'white', 'dots']]","[['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black'], ['stripes', 'black']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['black', 'dots', 'white', 'stripes'], ['black', 'dots', 'stripes', 'white'], ['dots', 'stripes', 'black', 'white'], ['dots', 'stripes', 'white', 'black'], ['black', 'stripes', 'white', 'dots']]"
"If the number is 6, then the letter is X.","{'6': 'P', '9': 'not_P', 'X': 'Q', 'M': 'not_Q'}","[['M', '6'], ['6', 'M'], ['6', 'M'], ['6', 'M'], ['M', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['9', 'X', 'M', '6'], ['9', '6', 'M', 'X'], ['6', 'M', 'X', '9'], ['6', 'M', '9', 'X'], ['M', '6', '9', 'X']]","[['6'], ['6', 'M'], ['6', 'M'], ['6'], ['6']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['9', 'X', 'M', '6'], ['9', '6', 'M', 'X'], ['6', 'M', 'X', '9'], ['6', 'M', '9', 'X'], ['M', '6', '9', 'X']]","[['6', 'M'], ['6', 'M'], ['6', 'M'], ['6'], ['6', 'M']]","['CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['9', 'X', 'M', '6'], ['9', '6', 'M', 'X'], ['6', 'M', 'X', '9'], ['6', 'M', '9', 'X'], ['M', '6', '9', 'X']]"
